"TOA5","CCR_Met","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20250405.CR3","47287","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-04-05 15:00:00",0,12.83,34.51,15.27648,13.93316,13.50256,13.14175,12.6816,11.53619,10.59075,9.807337,9.57519,9.160364,9.023676,8.515283,7.926996,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",250405,160014,0,0,0,0,102.29,11.35,6.13,18.39,11.94,8.312,3.2,11.89,1.2,27.59001,7.917223
"2025-04-05 15:10:00",1,12.8,33.71,15.22891,14.01098,13.42901,13.20086,12.5397,11.55523,10.50598,9.814753,9.554651,9.101801,8.95849,8.52099,8.007471,250405,161013,22.611,-0.06,-0.07,-0.04,111.8,9.66,0.42,1.97,7.78,7.71,-0.47,-1.51,16.65,0,0.07,0.049,5.81,11.87,1.2,250405,161033,0,0,0,0,122.95,13.65,-0.45,-1.63,-0.3,-0.212,3.2,11.94,1.2,27.5866,7.922302
"2025-04-05 15:20:00",2,12.82,32.6,15.08822,14.01568,13.33349,13.01568,12.29858,11.60531,10.5809,9.80398,9.570124,9.125452,8.97027,8.517358,7.947046,250405,162013,24.596,-0.07,-0.07,-0.05,114.33,9.520001,0.33,1.6,6.69,6.62,-0.46,-1.47,7.74,0,0.1,0.069,5.8,11.94,1.2,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",27.59004,7.917798
"2025-04-05 15:30:00",3,12.75,33.18,15.06927,14.05685,13.40814,12.96704,12.39608,11.58312,10.63372,9.921259,9.527979,9.154505,8.980188,8.529078,7.926263,250405,163013,26.353,-0.07,-0.07,-0.05,114.17,9.2,0.38,1.8,6.24,6.17,-0.51,-1.64,7.54,0,0.11,0.081,5.81,11.9,1.2,250405,163033,0,0,0,0,105.92,7.84,-0.71,-2.41,-0.3,-0.214,3.19,12.12,1.08,27.59018,7.918127
"2025-04-05 15:40:00",4,12.79,33.68,15.22692,14.57342,13.41146,13.03533,12.52728,11.72897,10.67523,9.845422,9.555353,9.093286,8.986414,8.515619,7.896203,250405,164013,27.773,-0.07,-0.07,-0.04,113.33,8.91,0.31,1.53,6,5.93,-0.52,-1.67,7.29,0,0.14,0.096,5.8,11.93,1.2,250405,164033,0,0,0,0,111.25,10.28,4.69,14.01,-0.13,-0.091,3.2,12.02,1.2,27.58847,7.904654
"2025-04-05 15:50:00",5,12.82,33.04,18.99438,14.50134,13.37554,12.95593,12.47283,11.65069,10.63146,9.796503,9.527857,9.095331,8.962366,8.473474,7.886713,250405,165013,13.541,97.32,124.59,80.99,127.84,13.3,1.73,7.25,1.03,0.99,5.61,16.72,1.47,0,3.14,2.215,5.8,11.96,1.2,250405,165033,0,0,0,0,95.32,10.41,6.27,18.81,11.94,8.396,3.2,12.12,1.2,27.58984,7.891042
"2025-04-05 16:00:00",6,12.82,33.02,19.62722,14.81134,13.4277,13.00512,12.51266,11.80432,10.68576,9.812128,9.494959,9.076563,8.873286,8.435846,7.881586,250405,170013,13.518,97.48,124.87,81.16,128.55,13.39,1.89,7.92,1.11,1.06,5.56,16.57,1.65,0,3.1,2.184,5.8,11.96,1.2,250405,170033,0,0,0,0,95.41,10.45,6.29,18.87,11.95,8.405,3.2,12.12,1.2,27.59173,7.895327
"2025-04-05 16:10:00",7,12.82,33.09,19.28655,14.49673,13.42962,13.0184,12.51889,11.49215,10.42614,9.720148,9.479639,9.064447,8.815974,8.440424,7.875879,250405,171013,13.506,97.47,124.89,81.18,128.56,13.39,1.75,7.33,1.08,1.04,5.58,16.65,1.51,0,3.09,2.178,5.8,11.96,1.2,250405,171033,0,0,0,0,95.34,10.47,6.29,18.86,11.95,8.403,3.2,12.12,1.2,27.58948,7.888728
"2025-04-05 16:20:00",8,12.8,32.93,19.19995,14.81805,13.47982,12.9992,12.39553,11.36105,10.16467,9.71203,9.470392,9.073664,8.824946,8.462,7.87536,250405,172013,13.549,97.6,124.92,81.2,128.31,13.35,1.88,7.87,1.06,1.02,5.54,16.53,1.4,0,3.09,2.177,5.8,11.96,1.2,250405,172033,0,0,0,0,95.2,10.45,6.27,18.81,11.95,8.402001,3.2,12.12,1.2,27.59016,7.884346
"2025-04-05 16:30:00",9,12.82,32.72,19.08923,15.20236,13.42202,12.93743,12.43542,11.61547,10.15954,9.705317,9.493189,9.062708,8.839228,8.483698,7.87652,250405,173013,13.58,97.72,124.98,81.24,128.48,13.36,1.95,8.13,1.09,1.05,5.55,16.55,1.59,0,3.09,2.174,5.8,11.95,1.2,250405,173033,0,0,0,0,95.1,10.44,6.31,18.91,11.95,8.404,3.2,12.12,1.2,27.58839,7.881442
"2025-04-05 16:40:00",10,12.82,32.54,17.80242,16.09301,13.41986,12.88055,12.31957,11.13323,9.936823,9.671961,9.465387,9.029902,8.826746,8.48501,7.879877,250405,174013,13.605,97.77,124.97,81.23,128.71,13.38,1.93,8.07,1.05,1,5.55,16.53,1.65,0,3.09,2.173,5.8,11.96,1.2,250405,174033,0,0,0,0,95.01,10.43,6.29,18.86,11.95,8.401,3.2,12.12,1.2,27.586,7.887136
"2025-04-05 16:50:00",11,12.8,32.41,17.61038,16.03665,13.43615,12.79632,12.25878,10.7297,9.786829,9.647546,9.461694,9.007288,8.781092,8.432917,7.887628,250405,175013,13.605,97.76,124.96,81.23,128.97,13.4,1.73,7.25,1.05,1,5.53,16.49,1.77,0,3.09,2.175,5.8,11.96,1.2,250405,175033,0,0,0,0,95.17,10.45,6.31,18.93,11.95,8.402001,3.2,12.12,1.2,27.58879,7.89444
"2025-04-05 17:00:00",12,12.8,32.3,17.98705,15.72125,13.41354,12.74337,12.16378,10.54226,9.793695,9.625696,9.447992,8.958399,8.814844,8.420801,7.886224,250405,180013,13.577,97.69,124.95,81.22,128.85,13.4,1.78,7.46,1.04,1,5.52,16.46,1.62,0,3.08,2.173,5.8,11.96,1.2,250405,180033,0,0,0,0,94.56,10.4,6.29,18.86,11.95,8.401,3.2,12.12,1.2,27.58549,7.892766
"2025-04-05 17:10:00",13,12.83,32.18,18.16427,15.3052,13.36666,12.68453,12.05822,10.37359,9.782038,9.637964,9.475031,9.021478,8.841914,8.435877,7.886286,250405,181013,13.558,97.63,124.93,81.21,128.84,13.41,1.84,7.69,1.05,1,5.54,16.52,1.73,0,3.08,2.171,5.8,11.96,1.2,250405,181033,0,0,0,0,95.11,10.46,6.3,18.91,11.95,8.401,3.2,12.12,1.2,27.584,7.889105
"2025-04-05 17:20:00",14,12.83,32.05,18.07702,14.70629,13.38745,12.70034,12.17477,10.57827,9.984552,9.670343,9.496882,9.068354,8.88711,8.461664,7.883691,250405,182013,13.536,97.56,124.91,81.19,128.78,13.4,1.79,7.52,1.27,1.23,5.58,16.65,1.66,0,3.08,2.172,5.8,11.96,1.2,250405,182033,0,0,0,0,95.25,10.46,6.3,18.89,11.95,8.404,3.2,12.05,1.2,27.58594,7.88955
"2025-04-05 17:30:00",15,12.83,31.93,15.77996,14.54437,13.39059,12.76391,12.06488,10.96987,10.31002,9.735804,9.499262,9.104517,8.917902,8.401575,7.886377,250405,183013,13.217,96.95,125.11,81.32,127.34,13.35,1.95,8.15,1.15,1.11,5.64,16.81,1.41,0,3.07,2.164,5.79,11.96,1.2,250405,183033,0,0,0,0,95.11,10.44,6.29,18.85,11.95,8.401,3.2,12,1.2,27.57365,7.896706
"2025-04-05 17:40:00",16,12.79,31.81,18.54827,14.39446,13.21047,12.57223,12.09533,10.95175,10.02398,9.606592,9.482538,9.108087,8.889032,8.312555,7.888788,250405,184013,13.633,97.77,124.89,81.18,127.49,13.24,1.72,7.2,1.02,0.98,5.55,16.55,1.92,0,3.08,2.168,5.8,11.91,1.2,250405,184033,0,0,0,0,95.9,10.5,6.28,18.83,11.95,8.402001,3.2,12.08,1.2,27.57487,7.902979
"2025-04-05 17:50:00",17,12.79,31.67,18.74359,14.13293,13.25592,12.64123,12.01644,10.96432,10.20394,9.789545,9.521937,9.144403,8.953211,8.239161,7.89007,250405,185013,13.462,97.35,124.87,81.17,128.42,13.39,1.9,7.95,1.05,1.01,5.62,16.77,1.62,0,3.08,2.169,5.8,11.93,1.2,250405,185033,0,0,0,0,96.17,10.56,6.31,18.93,11.95,8.404,3.2,12.12,1.2,27.57539,7.899037
"2025-04-05 18:00:00",18,12.84,31.52,18.53094,14.48989,13.4093,12.61636,12.04669,10.88192,10.27755,9.741388,9.518061,9.116022,8.890466,8.240809,7.892969,250405,190013,13.501,97.46,124.9,81.18,128.98,13.44,1.82,7.62,1.02,0.98,5.58,16.63,1.67,0,3.08,2.167,5.8,11.96,1.2,250405,190033,0,0,0,0,96.35,10.58,6.3,18.88,11.95,8.4,3.2,12.12,1.2,27.57559,7.904112
"2025-04-05 18:10:00",19,12.84,31.39,18.36859,14.47415,13.3897,12.48764,11.90783,10.85253,10.15975,9.685786,9.483149,9.030573,8.76269,8.130793,7.895654,250405,191013,13.474,97.32,124.79,81.12,128.97,13.44,1.73,7.26,1.05,1.01,5.65,16.86,2.03,0,3.08,2.169,5.8,11.97,1.2,250405,191033,0,0,0,0,95.37,10.49,6.32,18.95,11.96,8.406999,3.2,12.12,1.2,27.57403,7.902273
"2025-04-05 18:20:00",20,12.84,31.2,18.54537,15.72586,13.27346,12.48318,11.83087,10.7236,10.01672,9.595331,9.349298,8.958551,8.69311,8.176325,7.899988,250405,192013,13.325,96.88,124.68,81.04,128.59,13.45,2.31,9.59,1.17,1.13,5.6,16.69,1.47,0,3.08,2.168,5.8,11.97,1.2,250405,192033,0,0,0,0,94.24,10.37,6.34,19.03,11.95,8.406,3.2,12.12,1.2,27.57352,7.905952
"2025-04-05 18:30:00",21,12.84,30.98,18.49923,14.21234,12.93606,12.3591,11.54412,10.50085,9.928217,9.529382,9.220301,8.835535,8.702265,8.184321,7.895593,250405,193013,13.189,96.63,124.78,81.11,128.37,13.46,2.82,11.63,1.29,1.25,5.72,17.05,1.63,0,3.08,2.167,5.8,11.97,1.2,250405,193033,0,0,0,0,92.87,10.27,6.38,19.15,11.95,8.406,3.2,12.12,1.2,27.57392,7.908974
"2025-04-05 18:40:00",22,12.85,30.72,18.48797,13.84512,12.92556,12.35174,11.29727,10.26486,9.841211,9.506891,9.177058,8.774408,8.676874,8.177302,7.896051,250405,194013,13.022,96.31,124.88,81.17,127.5,13.42,2.37,9.83,1.19,1.15,5.73,17.08,1.89,0,3.07,2.166,5.8,11.98,1.2,250405,194033,0,0,0,0,94.88,10.49,6.4,19.2,11.96,8.406999,3.2,12.12,1.2,27.57245,7.910322
"2025-04-05 18:50:00",23,12.85,30.44,18.40618,13.87384,12.9179,12.34728,11.28106,10.23971,9.824152,9.505213,9.128687,8.78567,8.662714,8.11947,7.895776,250405,195013,13.022,96.33,124.91,81.19,126.81,13.35,2.78,11.47,1.22,1.18,5.73,17.08,1.85,0,3.07,2.166,5.8,11.98,1.2,250405,195033,0,0,0,0,96.67,10.71,6.43,19.29,11.95,8.406,3.2,12.12,1.2,27.57202,7.911504
"2025-04-05 19:00:00",24,12.83,30.09,18.38073,13.82553,12.92404,12.34805,11.4653,10.5065,9.872583,9.51275,9.137994,8.812189,8.675775,8.154627,7.902094,250405,200013,13.043,96.38,124.91,81.19,126.73,13.34,3.16,13.02,1.33,1.29,5.63,16.8,1.69,0,3.07,2.165,5.8,11.98,1.2,250405,200033,0,0,0,0,92.08,10.18,6.42,19.27,11.95,8.405,3.2,12.12,1.2,27.57522,7.912769
"2025-04-05 19:10:00",25,12.86,29.75,18.35913,13.83651,12.96636,12.35763,11.64141,10.40997,9.823358,9.467829,9.183649,8.80279,8.674799,8.140253,7.909357,250405,201013,13.028,96.36,124.93,81.2,126.49,13.32,2.72,11.24,1.28,1.23,5.7,17.01,1.38,0,3.07,2.165,5.8,11.98,1.2,250405,201033,0,0,0,0,91.59,10.12,6.39,19.17,11.95,8.405,3.2,12.12,1.2,27.57133,7.915234
"2025-04-05 19:20:00",26,12.86,29.43,18.32986,13.99832,12.98297,12.32089,11.30987,10.14633,9.702142,9.40658,9.201014,8.828455,8.67135,8.175958,7.931574,250405,202013,13.083,96.46,124.89,81.18,126.77,13.33,2.54,10.51,1.29,1.25,5.71,17.04,1.44,0,3.07,2.165,5.8,11.98,1.2,250405,202033,0,0,0,0,92.91,10.27,6.37,19.09,11.95,8.406,3.2,12.09,1.2,27.57405,7.917617
"2025-04-05 19:30:00",27,12.84,29.12,16.38238,14.34347,12.95422,12.27059,11.04315,9.985529,9.643976,9.344171,9.197077,8.827875,8.653101,8.153437,7.939447,250405,203013,13.217,96.79,124.9,81.19,128.05,13.42,2.46,10.21,1.22,1.17,5.71,17.01,1.53,0,3.07,2.165,5.8,12,1.2,250405,203033,0,0,0,0,93.38,10.32,6.36,19.08,11.96,8.406999,3.2,12.02,1.2,27.57154,7.920625
"2025-04-05 19:40:00",28,12.87,28.81,15.81927,15.33886,13.00216,12.27581,10.93514,9.959772,9.655786,9.398615,9.241083,8.843134,8.652613,8.221918,7.944086,250405,204013,13.036,96.39,124.93,81.21,126.03,13.26,2.51,10.38,1.24,1.2,5.7,16.99,3.4,0,3.07,2.163,5.8,11.98,1.2,250405,204033,0,0,0,0,93.36,10.3,6.33,18.99,11.95,8.405,3.2,12.04,1.2,27.57048,7.923962
"2025-04-05 19:50:00",29,12.83,28.49,15.44509,15.10494,12.93508,12.24584,10.88192,10.01763,9.625635,9.455805,9.284449,8.871027,8.774103,8.247766,7.95141,250405,205013,13.031,96.42,124.99,81.24,126.25,13.29,2.44,10.1,1.27,1.22,5.74,17.11,1.29,0,3.07,2.165,5.8,11.94,1.2,250405,205033,0,0,0,0,93.47,10.31,6.33,18.99,11.95,8.406,3.2,12.11,1.2,27.57194,7.926462
"2025-04-05 20:00:00",30,12.83,28.12,15.59277,14.93112,12.98925,12.27456,10.95983,10.11529,9.677271,9.494684,9.301416,8.927179,8.816309,8.248987,7.969873,250405,210013,13.103,96.56,124.96,81.22,126.51,13.3,2.41,9.979999,1.25,1.21,5.74,17.11,1.32,0,3.07,2.164,5.8,11.94,1.2,250405,210033,0,0,0,0,94.61,10.43,6.33,18.99,11.96,8.406999,3.2,12.12,1.2,27.57225,7.929075
"2025-04-05 20:10:00",31,12.86,27.72,16.03274,14.58785,13.17175,12.30905,10.95315,10.13,9.700129,9.524042,9.325647,8.951746,8.811365,8.299433,7.950616,250405,211013,13.218,96.78,124.88,81.17,126.9,13.3,2.17,9.01,1.15,1.1,5.65,16.86,1.63,0,3.07,2.164,5.8,11.99,1.2,250405,211033,0,0,0,0,94.35,10.38,6.34,19,11.96,8.408,3.2,12.12,1.2,27.57066,7.932463
"2025-04-05 20:20:00",32,12.89,27.34,16.05334,14.44467,13.11639,12.11941,10.83755,10.15292,9.722681,9.521113,9.314722,8.959101,8.787378,8.337244,7.939478,250405,212013,13.05,96.41,124.92,81.2,127.15,13.38,2.59,10.72,1.27,1.23,5.72,17.04,1.66,0,3.07,2.164,5.8,12.04,1.2,250405,212033,0,0,0,0,94.21,10.36,6.32,18.94,11.96,8.406999,3.2,12.12,1.2,27.57201,7.935259
"2025-04-05 20:30:00",33,12.89,26.98,15.74761,13.91369,12.94403,12.17886,10.92724,10.10415,9.754389,9.528711,9.325403,9.027002,8.789728,8.296046,7.929682,250405,213013,13.036,96.43,125,81.25,125.4,13.2,3.4,13.99,1.29,1.25,5.73,17.09,1.18,0,3.07,2.163,5.8,12.06,1.2,250405,213033,0,0,0,0,95.87,10.55,6.32,18.96,11.95,8.406,3.2,12.12,1.2,27.57129,7.936065
"2025-04-05 20:40:00",34,12.9,26.7,15.67898,13.79595,12.78839,12.21484,10.83227,10.04528,9.739526,9.557214,9.346613,9.057032,8.829676,8.30807,7.927423,250405,214013,13.026,96.4,124.98,81.24,125.8,13.24,2.57,10.64,1.33,1.28,5.74,17.12,1.35,0,3.07,2.165,5.8,12.07,1.2,250405,214033,0,0,0,0,94.51,10.4,6.3,18.88,11.95,8.406,3.2,12.12,1.2,27.5734,7.933927
"2025-04-05 20:50:00",35,12.88,26.45,15.7265,13.7214,12.62716,12.12332,10.70404,10.00781,9.80813,9.635462,9.375208,9.012385,8.809809,8.331262,7.920922,250405,215013,12.73,95.79,125.11,81.32,123.21,13.06,2.67,11.02,1.37,1.33,5.83,17.38,1.44,0,3.07,2.164,5.8,12.11,1.2,250405,215033,0,0,0,0,94.6,10.41,6.3,18.89,11.95,8.405,3.2,12.12,1.2,27.5704,7.933483
"2025-04-05 21:00:00",36,12.91,26.23,15.53549,13.72274,12.65664,11.78301,10.72262,10.05462,9.829493,9.601313,9.390589,9.047358,8.844538,8.331812,7.920587,250405,220013,12.712,95.74,125.1,81.32,123.21,13.06,2.79,11.53,1.3,1.26,5.8,17.29,1.5,0,3.07,2.162,5.8,12.08,1.2,250405,220033,0,0,0,0,94.38,10.36,6.28,18.84,11.95,8.402001,3.2,12.12,1.2,27.57187,7.932841
"2025-04-05 21:10:00",37,12.91,25.99,15.33605,13.87765,12.83026,11.75631,10.66583,10.06384,9.800928,9.544946,9.401697,9.019556,8.799402,8.259058,7.919244,250405,221013,12.95,96.34,125.15,81.35,124.59,13.14,2.39,9.91,1.24,1.2,5.75,17.16,1.61,0,3.07,2.162,5.8,12.12,1.2,250405,221033,0,0,0,0,94.34,10.38,6.32,18.94,11.95,8.403,3.2,12.12,1.2,27.57243,7.932282
"2025-04-05 21:20:00",38,12.89,25.81,15.20632,13.69351,12.9024,11.78695,10.73269,10.04754,9.777766,9.503992,9.346643,9.022119,8.839045,8.27099,7.924982,250405,222014,12.978,96.29,124.98,81.24,125.35,13.21,2.55,10.54,1.22,1.18,5.75,17.14,1.55,0,3.07,2.162,5.8,12.12,1.2,250405,222033,0,0,0,0,94.8,10.43,6.31,18.93,11.95,8.4,3.2,12.12,1.2,27.57043,7.931838
"2025-04-05 21:30:00",39,12.92,25.7,15.07208,13.48657,12.78909,11.82156,10.8753,10.0729,9.736658,9.49563,9.353418,9.048518,8.851831,8.348932,7.928979,250405,223013,12.912,96.17,125.04,81.27,124.07,13.09,2.97,12.24,1.33,1.29,5.76,17.19,1.58,0,3.07,2.162,5.8,12.12,1.2,250405,223033,0,0,0,0,94.29,10.37,6.33,18.98,11.95,8.401,3.2,12.12,1.2,27.5702,7.932414
"2025-04-05 21:40:00",40,12.9,25.6,15.18368,13.28961,12.73303,12.07266,11.0888,10.23297,9.807428,9.492822,9.376154,9.041041,8.823908,8.35235,7.91134,250405,224013,12.882,96.14,125.09,81.31,124.03,13.1,2.85,11.75,1.4,1.35,5.76,17.18,1.39,0,3.07,2.163,5.8,12.12,1.2,250405,224033,0,0,0,0,94.12,10.36,6.32,18.95,11.95,8.4,3.2,12.12,1.2,27.57074,7.933483
"2025-04-05 21:50:00",41,12.93,25.48,15.23605,13.26831,12.7199,12.24108,11.17797,10.26016,9.799097,9.523676,9.389215,8.977167,8.803888,8.250361,7.893335,250405,225013,12.881,96.14,125.09,81.31,124.06,13.1,2.6,10.77,1.33,1.29,5.77,17.21,1.88,0,3.07,2.161,5.8,12.07,1.2,250405,225033,0,0,0,0,94.46,10.39,6.3,18.9,11.94,8.397,3.2,12.12,1.2,27.56985,7.925557
"2025-04-05 22:00:00",42,12.89,25.42,15.35092,13.2322,12.71255,12.24649,11.11129,10.39804,9.866785,9.588587,9.395746,8.971552,8.781397,8.170435,7.884485,250405,230013,12.867,96.11,125.11,81.32,123.69,13.07,2.71,11.2,1.34,1.3,5.74,17.11,1.32,0,3.07,2.163,5.8,12.04,1.2,250405,230033,0,0,0,0,94.77,10.43,6.28,18.84,11.95,8.401,3.2,12.12,1.2,27.57341,7.914791
"2025-04-05 22:10:00",43,12.88,25.45,15.70355,13.29147,12.72405,12.12481,11.02569,10.69839,10.01837,9.723902,9.444727,9.055781,8.800684,8.15713,7.882501,250405,231013,12.87,96.12,125.1,81.32,123.61,13.06,2.98,12.29,1.43,1.38,5.68,16.92,1.59,0,3.07,2.162,5.8,11.98,1.2,250405,231033,0,0,0,0,95.22,10.45,6.29,18.86,11.94,8.396,3.2,12.13,1.2,27.56917,7.91088
"2025-04-05 22:20:00",44,12.86,25.49,15.69958,13.46228,12.77844,12.26107,11.04446,10.63726,9.936365,9.719233,9.444117,9.080378,8.859094,8.208154,7.895135,250405,232013,12.901,96.2,125.11,81.32,123.58,13.05,2.84,11.71,1.54,1.5,5.76,17.18,1.52,0,3.07,2.162,5.8,12.08,1.2,250405,232033,0,0,0,0,94.76,10.4,6.3,18.89,11.94,8.397,3.2,12.13,1.2,27.56929,7.911471
"2025-04-05 22:30:00",45,12.9,25.51,15.78945,13.59677,12.83575,12.28555,11.18063,10.67587,10.05831,9.720545,9.43905,9.093042,8.93844,8.26739,7.906549,250405,233013,13.025,96.44,125.05,81.28,124.84,13.14,2.95,12.15,1.27,1.22,5.74,17.12,1.55,0,3.07,2.163,5.8,12.12,1.2,250405,233033,0,0,0,0,94.85,10.41,6.3,18.88,11.94,8.396,3.2,12.12,1.2,27.57147,7.913294
"2025-04-05 22:40:00",46,12.9,25.54,15.7951,13.63479,12.85034,12.25933,11.25393,10.71734,9.955194,9.705805,9.42077,9.062952,8.886255,8.331873,7.915857,250405,234013,12.996,96.34,124.99,81.25,124.83,13.15,3.08,12.68,1.34,1.3,5.76,17.18,1.51,0,3.07,2.161,5.8,12.12,1.2,250405,234033,0,0,0,0,94.88,10.44,6.31,18.91,11.94,8.393,3.2,12.13,1.2,27.5682,7.917765
"2025-04-05 22:50:00",47,12.93,25.55,15.6965,13.39743,12.67959,12.02328,11.07067,10.72427,10.17297,9.823358,9.517542,9.094507,9.01742,8.386988,7.923059,250405,235013,12.752,95.85,125.13,81.33,123.03,13.03,3.4,13.99,1.45,1.4,5.77,17.21,1.55,0,3.07,2.162,5.8,12.12,1.2,250405,235033,0,0,0,0,95.19,10.45,6.27,18.81,11.94,8.394,3.2,12.13,1.2,27.56793,7.920494
"2025-04-05 23:00:00",48,12.93,25.57,15.72228,13.51287,12.74755,12.00558,11.12646,10.85693,10.32647,9.785425,9.476984,9.096857,8.977778,8.398188,7.929773,250406,13,12.827,95.99,125.07,81.29,123.36,13.04,3.77,15.49,1.29,1.25,5.79,17.27,1.56,0,3.07,2.161,5.8,12.12,1.2,250406,33,0,0,0,0,95.27,10.46,6.28,18.82,11.93,8.392,3.2,12.13,1.2,27.56845,7.923749
"2025-04-05 23:10:00",49,12.9,25.6,15.68011,13.53655,12.82284,12.11877,11.14855,10.86474,10.45297,9.760737,9.48263,9.081232,9.024622,8.41131,7.93725,250406,1013,12.957,96.3,125.07,81.3,124.32,13.11,2.97,12.25,1.28,1.23,5.78,17.24,1.55,0,3.07,2.161,5.8,12.12,1.2,250406,1033,0,0,0,0,95.02,10.43,6.31,18.92,11.93,8.389,3.2,12.13,1.2,27.56925,7.926658
"2025-04-05 23:20:00",50,12.93,25.62,15.50817,13.44747,12.79339,12.06359,11.13821,10.85772,10.37017,9.778681,9.593561,9.066889,8.986292,8.463922,7.959162,250406,2013,12.882,96.13,125.08,81.3,123.3,13.02,2.72,11.25,1.28,1.23,5.75,17.15,1.5,0,3.07,2.163,5.8,12.12,1.2,250406,2033,0,0,0,0,95.26,10.46,6.27,18.81,11.94,8.393,3.2,12.13,1.2,27.56972,7.930144
"2025-04-05 23:30:00",51,12.9,25.62,15.6531,13.30529,12.57733,11.79171,11.07571,10.7908,10.47888,9.887232,9.664026,9.091211,8.980707,8.457026,7.954401,250406,3013,12.695,95.72,125.13,81.34,122,12.94,3.02,12.45,1.32,1.28,5.83,17.4,1.44,0,3.07,2.161,5.8,12.12,1.2,250406,3033,0,0,0,0,95.8,10.49,6.25,18.75,11.93,8.391,3.2,12.12,1.2,27.56947,7.931756
"2025-04-05 23:40:00",52,12.93,25.55,15.55075,13.23086,12.56985,11.75033,11.14608,10.74926,10.47528,9.875116,9.658808,9.092829,8.96905,8.39538,7.95849,250406,4013,12.686,95.75,125.19,81.38,121.49,12.89,2.84,11.71,1.35,1.31,5.75,17.15,2,0,3.07,2.161,5.8,12.12,1.2,250406,4033,0,0,0,0,97.15,10.61,6.25,18.75,11.93,8.391,3.2,12.13,1.2,27.57021,7.936164
"2025-04-05 23:50:00",53,12.93,25.41,15.6527,13.18392,12.47634,11.76351,11.18478,10.84268,10.4902,9.871546,9.646418,9.122034,8.883021,8.450708,7.965509,250406,5013,12.61,95.54,125.16,81.35,121.48,12.91,2.64,10.9,1.34,1.3,5.85,17.46,1.55,0,3.07,2.162,5.8,12.12,1.2,250406,5033,0,0,0,0,96.3,10.55,6.27,18.79,11.93,8.392,3.2,12.12,1.2,27.56958,7.939865
"2025-04-06 00:00:00",54,12.93,25.25,15.66824,13.20275,12.55471,11.74395,11.22323,11.0126,10.51974,9.904352,9.688105,9.194605,8.918634,8.500482,7.96792,250406,10013,12.667,95.69,125.18,81.37,121.65,12.91,3.04,12.52,1.55,1.5,5.78,17.24,1.29,0,3.07,2.159,5.8,12.11,1.2,250406,10033,0,0,0,0,96.26,10.54,6.27,18.79,11.93,8.388001,3.2,12.12,1.2,27.5684,7.940078
"2025-04-06 00:10:00",55,12.87,25.09,15.57461,13.28518,12.61367,12.03646,11.3384,11.1766,10.61733,9.929895,9.644129,9.179774,9.044367,8.548548,7.976404,250406,11013,12.829,96.09,125.19,81.37,122.55,12.96,2.98,12.3,1.26,1.21,5.81,17.32,1.63,0,3.07,2.161,5.8,12.06,1.2,250406,11033,0,0,0,0,95.89,10.5,6.27,18.81,11.93,8.388001,3.2,12.12,1.2,27.57107,7.942366
"2025-04-06 00:20:00",56,12.9,24.92,15.59503,13.29272,12.71612,12.16067,11.40289,11.19287,10.62933,10.14877,9.661249,9.154566,9.057398,8.70669,7.997674,250406,12013,12.872,96.11,125.08,81.3,123.52,13.05,2.43,10.08,1.25,1.21,5.8,17.3,1.5,0,3.07,2.161,5.8,12,1.2,250406,12033,0,0,0,0,97.18,10.62,6.21,18.62,11.93,8.389,3.2,12.13,1.2,27.56835,7.944998
