Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOPressure_psi_1,EXODepth_m_1,EXOBattery_V_1,EXOCablepower_V_1,EXOWiper_V_1,EXOTemp_C_9,EXOCond_uScm_9,EXOSpCond_uScm_9,EXOTDS_mgL_9,EXODOsat_percent_9,EXODO_mgL_9,EXOfDOM_RFU_9,EXOfDOM_QSU_9,EXOPressure_psi_9,EXODepth_m_9,EXOBattery_V_9,EXOCablepower_V_9,EXOWiper_V_9,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR3000Battery_V,CR3000Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOPressure_psi_1,Flag_EXODepth_m_1,Flag_EXOBattery_V_1,Flag_EXOCablepower_V_1,Flag_EXOWiper_V_1,Flag_EXOTemp_C_9,Flag_EXOCond_uScm_9,Flag_EXOSpCond_uScm_9,Flag_EXOTDS_mgL_9,Flag_EXODOsat_percent_9,Flag_EXODO_mgL_9,Flag_EXOfDOM_RFU_9,Flag_EXOfDOM_QSU_9,Flag_EXOPressure_psi_9,Flag_EXODepth_m_9,Flag_EXOBattery_V_9,Flag_EXOCablepower_V_9,Flag_EXOWiper_V_9,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
CCR,51,2025-01-01 00:00:00,NA,6.631524,6.659082,6.667261,6.654565,6.652307,6.656702,6.65069,6.657373,6.640405,6.635888,6.496606,6.780603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62,90.18,138.96,90.33,96.6,11.83,5.63,17.36,12.49,8.781999,3.14,12.43,1.19,24.97041,17.592902365500002,6.974642,63702,13.22,11.49,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 00:10:00,NA,6.622705,6.662774,6.666894,6.653802,6.652521,6.659021,6.651788,6.65426,6.637689,6.643488,6.49801,6.774926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.633,90.2,138.94,90.31,96.61,11.83,5.64,17.38,12.49,8.781999,3.14,12.43,1.19,24.97559,17.5965519345,6.973101,63703,13.22,11.46,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 00:20:00,NA,6.6232239999999996,6.657617,6.660455,6.646509,6.647607,6.655908,6.653833,6.663263,6.639337,6.643976,6.570459,6.758935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.626,90.18,138.94,90.31,96.55,11.83,5.65,17.39,12.49,8.781,3.15,12.42,1.19,24.98395,17.6024419725,6.97189,63704,13.26,11.43,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 00:30:00,NA,6.63009,6.657312,6.658075,6.644983,6.645715,6.65133,6.648553,6.654748,6.637414,6.64364,6.619562,6.711511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.628,90.19,138.96,90.32,96.64,11.84,5.64,17.38,12.5,8.788999,3.14,12.44,1.19,24.97615,17.5969464825,6.929966,63705,13.29,11.37,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 00:40:00,NA,6.626062,6.653162,6.654352,6.640497,6.640558,6.646478,6.643091,6.64837,6.633112,6.644434,6.638788,6.706354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.625,90.2,138.98,90.34,96.73,11.85,5.62,17.32,12.5,8.79,3.14,12.37,1.19,24.98124,17.600532642,6.876255,63706,13.26,11.28,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 00:50:00,NA,6.623071,6.652551,6.650873,6.634973,6.632104,6.640192,6.635584,6.643182,6.629816,6.63659,6.637354,6.711786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.628,90.2,138.97,90.33,96.66,11.84,5.66,17.44,12.49,8.784,3.14,12.43,1.19,24.97581,17.5967069355,6.867476,63707,13.29,11.19,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:00:00,NA,6.631433,6.648981,6.65188,6.636957,6.636712,6.64248,6.641229,6.644983,6.628412,6.63598,6.64187,6.712732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.621,90.19,138.97,90.33,96.68,11.84,5.67,17.47,12.51,8.792,3.15,12.43,1.19,24.98325,17.601948787500003,6.864253,63708,13.29,11.13,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:10:00,NA,6.625177,6.652429,6.652582,6.636804,6.635278,6.641046,6.638574,6.645898,6.630548,6.63894,6.640588,6.707025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.617,90.18,138.98,90.33,96.62,11.84,5.67,17.46,12.49,8.781999,3.14,12.44,1.19,24.9814,17.600645370000002,6.857214,63709,13.29,11.08,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:20:00,NA,6.614526,6.642999,6.643976,6.622186,6.620538,6.629236,6.62594,6.63891,6.62539,6.636011,6.641412,6.710046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.618,90.17,138.96,90.32,96.57,11.83,5.69,17.52,12.51,8.794,3.14,12.39,1.19,24.96525,17.589266887500003,6.863596,63710,13.3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:30:00,NA,6.613763,6.640192,6.640405,6.625635,6.626306,6.633539,6.630334,6.636072,6.617364,6.626825,6.628686,6.691644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.612,90.17,138.98,90.34,96.64,11.84,5.67,17.45,12.5,8.79,3.15,12.37,1.19,24.98452,17.602843566,6.833626,63711,13.3,10.9,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:40:00,NA,6.612268,6.63421,6.637598,6.622614,6.621912,6.631311,6.628198,6.63476,6.612329,6.62298,6.622949,6.690973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.606,90.17,139,90.35,96.58,11.84,5.66,17.45,12.51,8.795999,3.14,12.37,1.2,24.98226,17.601251283,6.816887,63712,13.3,10.79,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 01:50:00,NA,6.588892,6.63656,6.636072,6.622858,6.6242,6.631616,6.62829,6.632654,6.612329,6.621545,6.627527,6.688592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.601,90.14,138.98,90.34,96.5,11.83,5.68,17.49,12.53,8.809,3.14,12.44,1.2,24.98025,17.5998351375,6.812017,63713,13.3,10.68,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:00:00,NA,6.588037,6.627496,6.629694,6.616846,6.61889,6.626886,6.62359,6.6307,6.609521,6.614923,6.614282,6.680475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.603,90.15,138.99,90.34,96.45,11.82,5.67,17.46,12.52,8.8,3.14,12.44,1.2,24.97747,17.5978764885,6.786891,63714,13.31,10.56,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:10:00,NA,6.596918,6.624933,6.62536,6.607538,6.608148,6.618097,6.612604,6.618372,6.601068,6.609735,6.611749,6.666711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.592,90.12,138.98,90.34,96.41,11.82,5.69,17.53,12.51,8.795999,3.15,12.45,1.2,24.97531,17.5963546605,6.77341,63715,13.31,10.43,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:20:00,NA,6.584772,6.618097,6.621393,6.606744,6.607782,6.612634,6.609552,6.615564,6.597131,6.606408,6.611017,6.662652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.595,90.14,139,90.35,96.36,11.81,5.68,17.5,12.51,8.798,3.15,12.45,1.2,24.96249,17.5873223295,6.762136,63716,13.25,10.36,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:30:00,NA,6.584009,6.612573,6.613122,6.59765,6.601953,6.609125,6.606256,6.612909,6.598382,6.605981,6.607568,6.654962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.587,90.12,139,90.35,96.32,11.81,5.68,17.48,12.51,8.798,3.14,12.46,1.19,24.97284,17.594614422000003,6.739275,63717,13.25,10.3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:40:00,NA,6.580713,6.606988,6.61242,6.598169,6.599298,6.605127,6.601434,6.611292,6.593072,6.601129,6.603143,6.650049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.578,90.09,138.99,90.34,96.24,11.8,5.69,17.51,12.52,8.805,3.14,12.45,1.19,24.9845,17.602829475,6.725826,63718,13.31,10.26,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 02:50:00,NA,6.572473,6.601648,6.607843,6.596185,6.594751,6.603326,6.601404,6.608118,6.591119,6.59765,6.598901,6.648004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.584,90.11,139.01,90.36,96.21,11.8,5.69,17.53,12.53,8.807,3.14,12.46,1.19,24.99081,17.6072751855,6.72278,63719,13.31,10.23,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:00:00,NA,6.58111,6.599847,6.604638,6.593744,6.593011,6.600885,6.601587,6.607782,6.592554,6.598444,6.599695,6.646326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.569,90.08,139.02,90.36,96.14,11.79,5.68,17.5,12.53,8.812,3.14,12.45,1.19,24.97805,17.5982851275,6.723574,63720,13.31,10.2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:10:00,NA,6.577936,6.594385,6.597009,6.584375,6.58703,6.594659,6.594629,6.602808,6.58822,6.596552,6.598382,6.642755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.576,90.09,139.01,90.36,96.12,11.79,5.68,17.5,12.52,8.801,3.14,12.46,1.19,24.97402,17.595445791,6.719952,63721,13.32,10.17,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:20:00,NA,6.568292,6.596552,6.597558,6.580255,6.580896,6.589532,6.592767,6.601709,6.58642,6.596094,6.592981,6.637628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.583,90.12,139.03,90.37,96.11,11.79,5.68,17.5,12.52,8.804,3.15,12.46,1.21,24.96877,17.5917469035,6.708347,63722,13.32,10.13,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:30:00,NA,6.581384,6.596368,6.596124,6.581781,6.580011,6.591119,6.588281,6.598932,6.579767,6.58587,6.587304,6.6385439999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.575,90.1,139.03,90.37,96.64,11.85,5.68,17.5,12.53,8.811,3.14,12.46,1.21,24.97789,17.5981723995,6.708751,63723,13.32,10.08,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:40:00,NA,6.577417,6.597894,6.598169,6.584924,6.585107,6.589532,6.589197,6.599084,6.581964,6.588739,6.5888,6.632593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.582,90.11,139.01,90.36,96.08,11.78,5.68,17.49,12.53,8.809,3.14,12.39,1.21,24.96829,17.5914087195,6.707866,63724,13.32,10.04,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 03:50:00,NA,6.566308,6.588068,6.58764,6.574426,6.575006,6.581293,6.581018,6.589471,6.571588,6.590143,6.590143,6.63186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.568,90.09,139.05,90.38,96.1,11.79,5.69,17.53,12.53,8.813,3.14,12.38,1.21,24.97097,17.5932969135,6.709651,63725,13.32,10,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:00:00,NA,6.560938,6.582513,6.580652,6.569726,6.57467,6.583612,6.582086,6.588617,6.568048,6.579523,6.587946,6.634393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.566,90.09,139.05,90.38,96.02,11.78,5.69,17.51,12.54,8.814,3.15,12.43,1.21,24.97387,17.5953401085,6.716859,63726,13.33,9.97,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:10:00,NA,6.562097,6.57876,6.590784,6.576501,6.577081,6.581994,6.579278,6.586481,6.567682,6.573511,6.581476,6.628046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.561,90.08,139.05,90.38,95.95,11.77,5.7,17.55,12.54,8.817,3.15,12.46,1.19,24.97921,17.5991024055,6.716455,63727,13.32,9.94,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:20:00,NA,6.557367,6.57995,6.582696,6.57168,6.571985,6.582666,6.581201,6.587915,6.567499,6.57818,6.5760439999999996,6.619775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.563,90.09,139.06,90.39,95.93,11.77,5.68,17.5,12.55,8.824,3.14,12.47,1.19,24.98249,17.601413329499998,6.703797,63728,13.33,9.92,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:30:00,NA,6.562524,6.580926,6.576379,6.562128,6.568689,6.577234,6.573938,6.579095,6.561273,6.568292,6.567438,6.616083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.558,90.07,139.05,90.38,95.89,11.76,5.72,17.6,12.55,8.823,3.14,12.46,1.19,24.97547,17.596467388500002,6.695895,63729,13.33,9.88,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:40:00,NA,6.53164,6.567651,6.573755,6.554895,6.564172,6.57821,6.573816,6.580316,6.55694,6.567102,6.570428,6.614954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.543,90.03,139.04,90.38,95.85,11.77,5.7,17.54,12.55,8.823,3.15,12.46,1.19,24.98163,17.6008074165,6.696671,63730,13.26,9.83,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 04:50:00,NA,6.542108,6.559564,6.566614,6.553308,6.55636,6.562799,6.566492,6.572168,6.553827,6.560358,6.567468,6.615533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,90.05,139.05,90.38,95.83,11.76,5.71,17.57,12.56,8.83,3.15,12.46,1.19,24.99118,17.607535869,6.697323,63731,13.26,9.78,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:00:00,NA,6.540674,6.557977,6.560907,6.550592,6.55575,6.563257,6.553949,6.563654,6.543664,6.55346,6.56228,6.609735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,90.17,139.24,90.51,95.85,11.76,5.6,17.26,12.55,8.825,3.15,12.36,1.19,24.97644,17.597150802,6.692651,63732,13.29,9.72,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:10:00,NA,6.54931,6.56521,6.568964,6.550165,6.55401,6.56109,6.559015,6.56814,6.55752,6.565851,6.558832,6.601282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.534,90.02,139.06,90.39,95.74,11.75,5.7,17.56,12.55,8.824,3.15,12.47,1.2,24.96883,17.5917891765,6.691161,63733,13.33,9.68,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:20:00,NA,6.542322,6.55874,6.55929,6.544916,6.545862,6.561822,6.558984,6.565302,6.55047,6.559595,6.559961,6.600732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.536,90.01,139.05,90.38,95.75,11.75,5.7,17.56,12.55,8.827,3.15,12.47,1.2,24.97643,17.5971437565,6.689424,63734,13.33,9.65,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:30:00,NA,6.529321,6.546564,6.554376,6.540552,6.544,6.557062,6.562311,6.568048,6.553613,6.560266,6.555048,6.602319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.549,90.04,139.04,90.37,95.77,11.75,5.69,17.53,12.57,8.838,3.14,12.47,1.2,24.9707,17.593106685000002,6.694669,63735,13.33,9.61,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:40:00,NA,6.530603,6.549158,6.553949,6.540277,6.542078,6.552057,6.553735,6.559595,6.543512,6.55636,6.554071,6.605005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.542,90.03,139.05,90.38,95.76,11.75,5.7,17.56,12.56,8.828,3.14,12.47,1.2,24.981,17.60036355,6.700319,63736,13.33,9.59,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 05:50:00,NA,6.539819,6.55459,6.558954,6.54284,6.550592,6.557642,6.550562,6.557275,6.548792,6.552026,6.5534,6.604578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.544,90.03,139.05,90.38,95.75,11.75,5.7,17.55,12.57,8.837,3.14,12.45,1.2,24.98098,17.600349459,6.707027,63737,13.33,9.58,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 06:00:00,NA,6.537286,6.551813,6.547693,6.5300840000000004,6.531305,6.554803,6.551568,6.560022,6.542535,6.549646,6.556634,6.608698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.533,90,139.05,90.38,95.75,11.76,5.71,17.59,12.57,8.841,3.14,12.39,1.21,24.97352,17.595093516000002,6.714451,63738,13.33,9.57,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 06:10:00,NA,6.52099,6.550928,6.548761,6.533563,6.539148,6.547021,6.544458,6.553644,6.539178,6.552148,6.554407,6.607538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.494,89.9,139.05,90.38,95.64,11.75,5.73,17.64,12.57,8.835,3.14,12.39,1.21,24.97666,17.597305803,6.718305,63739,13.34,9.54,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 06:20:00,NA,6.498102,6.534784,6.537012,6.52395,6.524774,6.53869,6.54397,6.550958,6.530267,6.533655,6.547754,6.608453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.506,89.93,139.05,90.38,95.71,11.76,5.71,17.58,12.57,8.84,3.15,12.43,1.21,24.98731,17.6048092605,6.723712,63740,13.34,9.49,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 06:30:00,NA,6.518274,6.539209,6.546777,6.531885,6.536249,6.540246,6.537469,6.544183,6.526575,6.529413,6.527216,6.593347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.512,89.94,139.03,90.37,95.69,11.75,5.71,17.59,12.57,8.838,3.15,12.47,1.21,24.97709,17.5976087595,6.715787,63741,13.34,9.46,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-01 06:40:00,NA,6.523187,6.547632,6.552057,6.537073,6.537927,6.545129,6.54342,6.550867,6.532342,6.537134,6.536279,6.592492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.516,89.95,139.03,90.37,95.63,11.75,5.7,17.54,12.57,8.835,3.15,12.47,1.21,24.97269,17.5945087395,6.715601,63742,13.34,9.45,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
